fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	coverage	leaf_size_log	prob_corte	estimulos	ganancia	iteracion_bayesiana
20221030 082338	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2311	1	1	1	0.1	50	0.5	FALSE	936659	0.0796892918613937	0.658978619336151	0.122820869957365	5.42740985973808	0.0152862737143621	15847	16146000	44
20221030 083334	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5541	1	1	1	0.1	50	0.5	FALSE	936659	0.0416300201702106	0.797803246641252	0.224553790208267	1.45911482922663	0.0150552313301354	17445	8230000	45
20221030 083604	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	32	1	1	1	0.1	50	0.5	FALSE	936659	0.142521452007443	0.462517485709423	0.598665361022296	8.55761870969164	0.0202186528473736	15199	15122000	46
20221030 084001	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	760	1	1	1	0.1	50	0.5	FALSE	936659	0.0681448879937954	0.621898588342054	0.660783679537329	5.19211467842203	0.0186397977279476	14002	19116000	47
20221030 084208	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	291	1	1	1	0.1	50	0.5	FALSE	936659	0.125321528758454	0.629298004693858	0.648305236825408	5.41849341311245	0.0163784904825754	15182	16996000	48
20221030 084607	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2045	1	1	1	0.1	50	0.5	FALSE	936659	0.0665637636851869	0.882480605697446	0.0761038197134738	1.14596048193122	0.00851778014973908	18841	6558000	49
20221030 085647	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1864	1	1	1	0.1	50	0.5	FALSE	936659	0.0399440379660264	0.60825831743282	0.82172749447928	5.00658345320431	0.0186598065508321	14061	18838000	50
20221030 090203	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	462	1	1	1	0.1	50	0.5	FALSE	936659	0.0546166437766842	0.588529925310737	0.590568128408136	4.99121916334261	0.0192499942381819	14364	17752000	51
20221030 090447	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	432	1	1	1	0.1	50	0.5	FALSE	936659	0.0685905082474992	0.667217915084065	0.895556887044147	5.23699034177669	0.0209661844505224	13351	19138000	52
20221030 092201	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3709	1	1	1	0.1	50	0.5	FALSE	936659	0.0110710082454439	0.657233063159205	0.769386213901039	5.61937409577657	0.0183431464095328	14038	18884000	53
20221030 092555	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	665	1	1	1	0.1	50	0.5	FALSE	936659	0.0627712329422178	0.766632739712644	0.792157761297634	5.40825802609939	0.0190410744505292	13868	19224000	54
20221030 093010	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	651	1	1	1	0.1	50	0.5	FALSE	936659	0.0375369281207309	0.80721888344114	0.944277066175439	5.59420408280798	0.0213362054911364	13246	19988000	55
20221030 093328	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	527	1	1	1	0.1	50	0.5	FALSE	936659	0.051859708330801	0.86057765278772	0.999872091546416	5.32422199073143	0.0196866792295895	13964	19192000	56
20221030 093925	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1139	1	1	1	0.1	50	0.5	FALSE	936659	0.0282012656990784	0.761014075233787	0.998703007238356	5.20870123056093	0.0167522404174005	15216	17648000	57
20221030 094406	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	750	1	1	1	0.1	50	0.5	FALSE	936659	0.0426849047617859	0.830988118266312	0.871699120103393	6.0538146179981	0.0199852668495778	12890	19580000	58
20221030 094743	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	553	1	1	1	0.1	50	0.5	FALSE	936659	0.0618221271657	0.813018084815401	0.929451492683502	5.64014013181061	0.0174238398006768	14302	18996000	59
20221030 095222	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	857	1	1	1	0.1	50	0.5	FALSE	936659	0.0373891807126958	0.835476686886664	0.84589301287826	5.42075879086585	0.022435904808091	12774	19652000	60
20221030 095619	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	650	1	1	1	0.1	50	0.5	FALSE	936659	0.0428369809008948	0.685100066743241	0.752387014830497	5.79398123684752	0.0190062619900477	13748	18904000	61
20221030 100126	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	902	1	1	1	0.1	50	0.5	FALSE	936659	0.0357504132364623	0.896793825287818	0.949055838135042	5.76182613088119	0.0190873607000324	13454	19412000	62
20221030 100723	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	755	1	1	1	0.1	50	0.5	FALSE	936659	0.0361177627748738	0.81517350411606	0.954586752115722	7.48996610978624	0.00989594049627464	14964	16712000	63
20221030 100909	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	55	1	1	1	0.1	50	0.5	FALSE	936659	0.146266305115298	0.618139591727056	0.490170810769287	8.10261947949077	0.0195485494675479	13792	16976000	64
20221030 101429	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1013	1	1	1	0.1	50	0.5	FALSE	936659	0.0372338045084377	0.809828521778559	0.896617823611069	5.5597173264561	0.0166567429319403	15006	18068000	65
20221030 102123	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1181	1	1	1	0.1	50	0.5	FALSE	936659	0.0255040736595287	0.83144734203421	0.830841992881148	6.21018060092613	0.0182639873262778	13571	18938000	66
20221030 102714	1223	758301	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1118	1	1	1	0.1	50	0.5	FALSE	936659	0.0417341276206001	0.836066908943531	0.958866102310416	5.51857166750297	0.0171721291149746	14374	18532000	67
